,0
0,12694
1,9606
2,9606
3,9606
4,9606
5,9606
6,9606
7,9606
8,9606
9,9606
10,9606
11,9606
12,9606
13,9606
14,9606
15,9606
16,9606
17,9606
18,9606
19,9606
20,9606
21,9606
22,9606
23,9606
24,9606
25,9606
26,9606
27,9606
28,9606
29,9606
30,9606
31,9606
32,9606
33,9606
34,9606
35,9606
36,9606
37,9606
38,9606
39,9606
40,9606
41,9606
42,9606
43,9606
44,9606
45,9606
46,9606
47,9606
48,9606
49,9606
50,9606
51,9606
52,9606
53,9606
54,9606
55,9606
56,9606
57,9606
58,9606
59,9606
60,9606
61,9606
62,9606
63,9606
64,9606
65,9606
66,9606
67,9606
68,9606
69,9606
70,9606
71,9606
72,9606
73,9606
74,9606
75,9606
76,9606
77,9606
78,9606
79,9606
80,9606
81,9606
82,9606
83,9606
84,9606
85,9606
86,9606
87,9606
88,9606
89,9606
90,9606
91,9606
92,9606
93,9606
94,9606
95,9606
96,9606
97,9606
98,9606
99,9606
100,9606
101,9606
102,9606
103,9606
104,9606
105,9606
106,9606
107,9606
108,9606
109,9606
110,9606
111,9606
112,9606
113,9606
114,9606
115,9606
116,9606
117,9606
118,9606
119,9606
120,11150
121,9606
122,9606
123,9606
124,9606
125,9606
126,9606
127,9606
128,9606
129,9606
130,9606
131,9606
132,9606
133,9606
134,9606
135,9606
136,9606
137,9606
138,9606
139,9606
140,9606
141,9606
142,9606
143,9606
144,9606
145,9606
146,9606
147,9606
148,9606
149,9606
150,9606
151,9606
152,9606
153,9606
154,9606
155,9606
156,9606
157,9606
158,9606
159,9606
160,9606
161,9606
162,9606
163,9606
164,9606
165,9606
166,9606
167,9606
168,9606
169,9606
170,9606
171,9606
172,9606
173,9606
174,9606
175,9606
176,9606
177,9606
178,9606
179,9606
180,9606
181,9606
182,9606
183,9606
184,9606
185,9606
186,9606
187,9606
188,9606
189,9606
190,9606
191,9606
192,9606
193,9606
194,9606
195,9606
196,9606
197,9606
198,9606
199,9606
200,9606
201,9606
202,9606
203,9606
204,9606
